bout_id,event_id,promotion,bout_order,bout_datetime_utc,bout_completed,weight_class,winner_fighter_id,fighter_id,opponent_fighter_id,corner,result_score,k_factor,days_since_last_fight,days_since_last_weight_class_fight,pre_overall_elo,post_overall_elo,pre_weight_class_elo,post_weight_class_elo
5f31f3e32669f5b9,a23e63184c65f5b8,UFC,7,2022-08-13T00:00:00Z,1,,f0feeb2192937424,8e5d953bdb9ae5e7,f0feeb2192937424,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
b96c8fef6c9f92db,a23e63184c65f5b8,UFC,8,2022-08-13T00:00:00Z,1,,8eb046f83e82bf26,8eb046f83e82bf26,0c25d0a5e8cdbf19,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
b96c8fef6c9f92db,a23e63184c65f5b8,UFC,8,2022-08-13T00:00:00Z,1,,8eb046f83e82bf26,0c25d0a5e8cdbf19,8eb046f83e82bf26,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
8986373b4a6e90b6,a23e63184c65f5b8,UFC,9,2022-08-13T00:00:00Z,1,,d343df8ba11f4c4e,d343df8ba11f4c4e,98215d037be5bcb7,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
8986373b4a6e90b6,a23e63184c65f5b8,UFC,9,2022-08-13T00:00:00Z,1,,d343df8ba11f4c4e,98215d037be5bcb7,d343df8ba11f4c4e,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
f858f91453555291,a23e63184c65f5b8,UFC,10,2022-08-13T00:00:00Z,1,,436f970c9ea9169c,436f970c9ea9169c,318572f6f74b760d,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
f858f91453555291,a23e63184c65f5b8,UFC,10,2022-08-13T00:00:00Z,1,,436f970c9ea9169c,318572f6f74b760d,436f970c9ea9169c,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
0823f97be9c3a62e,a23e63184c65f5b8,UFC,11,2022-08-13T00:00:00Z,1,,6e00cfffd54653c4,6e00cfffd54653c4,6d68c1afe954f121,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
0823f97be9c3a62e,a23e63184c65f5b8,UFC,11,2022-08-13T00:00:00Z,1,,6e00cfffd54653c4,6d68c1afe954f121,6e00cfffd54653c4,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
7f9a331bc3100afd,a23e63184c65f5b8,UFC,12,2022-08-13T00:00:00Z,1,,876f478f796495f7,876f478f796495f7,5f3805dda9661cba,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
7f9a331bc3100afd,a23e63184c65f5b8,UFC,12,2022-08-13T00:00:00Z,1,,876f478f796495f7,5f3805dda9661cba,876f478f796495f7,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
e05a18b6ce22fa1f,a23e63184c65f5b8,UFC,13,2022-08-13T00:00:00Z,0,,,52c2ae6d2f2d2613,da22387a0407a2dc,red,,32.000000,,,1500.000000,1500.000000,1500.000000,1500.000000
e05a18b6ce22fa1f,a23e63184c65f5b8,UFC,13,2022-08-13T00:00:00Z,0,,,da22387a0407a2dc,52c2ae6d2f2d2613,blue,,32.000000,,,1500.000000,1500.000000,1500.000000,1500.000000
f70c817388602681,4f853e98886283cf,UFC,1,2022-08-20T00:00:00Z,1,,f1fac969a1d70b08,f1fac969a1d70b08,f1b2aa7853d1ed6e,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
f70c817388602681,4f853e98886283cf,UFC,1,2022-08-20T00:00:00Z,1,,f1fac969a1d70b08,f1b2aa7853d1ed6e,f1fac969a1d70b08,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
2de6652160cc7b9f,4f853e98886283cf,UFC,2,2022-08-20T00:00:00Z,1,,2e5c2aa8e4ab9d82,2e5c2aa8e4ab9d82,00e11b5c8b7bfeeb,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
2de6652160cc7b9f,4f853e98886283cf,UFC,2,2022-08-20T00:00:00Z,1,,2e5c2aa8e4ab9d82,00e11b5c8b7bfeeb,2e5c2aa8e4ab9d82,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
2ac3ce1f62b3c4b9,4f853e98886283cf,UFC,3,2022-08-20T00:00:00Z,1,,c03520b5c88ed6b4,c03520b5c88ed6b4,d0f3959b4a9747e6,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
2ac3ce1f62b3c4b9,4f853e98886283cf,UFC,3,2022-08-20T00:00:00Z,1,,c03520b5c88ed6b4,d0f3959b4a9747e6,c03520b5c88ed6b4,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
2cd9e3796be57a79,4f853e98886283cf,UFC,4,2022-08-20T00:00:00Z,1,,3cf66c62d9069f43,3cf66c62d9069f43,fdbefee0827e1567,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
2cd9e3796be57a79,4f853e98886283cf,UFC,4,2022-08-20T00:00:00Z,1,,3cf66c62d9069f43,fdbefee0827e1567,3cf66c62d9069f43,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
5abcf9f282983acc,4f853e98886283cf,UFC,5,2022-08-20T00:00:00Z,1,,49e96ff8ab781589,49e96ff8ab781589,f703250471acaf96,red,1.000000,32.000000,,,1500.000000,1516.000000,1500.000000,1516.000000
5abcf9f282983acc,4f853e98886283cf,UFC,5,2022-08-20T00:00:00Z,1,,49e96ff8ab781589,f703250471acaf96,49e96ff8ab781589,blue,0.000000,32.000000,,,1500.000000,1484.000000,1500.000000,1484.000000
